user_id ID,gender,province,education_level,employment_status,main_fintech_app,investment_type,loan_usage_purpose,outstanding_loan,financial_anxiety_score,digital_time_spent_per_day,income_clean,expense_clean,ewallet_spending_clean,age,Jumlah Rekening Penerima Pinjaman Aktif (entitas),Jumlah Dana yang Diberikan (Rp miliar),Jumlah Rekening Pemberi Pinjaman (akun),TWP 90%,Jumlah Penerima Pinjaman (akun),Outstanding Pinjaman (Rp miliar),Jumlah Penduduk (Ribu),PDRB (Ribu Rp),Urbanisasi (%)
U0250,Female,Papua Barat Daya,Junior High School,Private Employee,LinkAja,Emas,Tidak Ada,0.0,2,7.3,4000001.0,4000001.0,3000000.0,17,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0251,Male,Sulawesi Selatan,Junior High School,Private Employee,Kredivo,Saham,Tidak Ada,0.0,5,8.1,6000001.0,10000001.0,500001.0,15,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0252,Male,Jawa Tengah,Bachelor (S1)/Diploma IV,Student,OVO,Emas,Pendidikan,12816664.0,3,9.5,2000000.0,2000000.0,500000.0,19,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0253,Female,Jawa Tengah,Diploma I/II/III,Private Employee,Kredivo,Kripto,Tidak Ada,0.0,2,6.4,4000001.0,4000001.0,1000001.0,26,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0254,Male,Kalimantan Selatan,Bachelor (S1)/Diploma IV,Student,Akulaku,Saham,Konsumsi,16516792.0,4,6.9,2000000.0,2000000.0,500001.0,26,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
U0255,Male,Sulawesi Tenggara,Bachelor (S1)/Diploma IV,Student,LinkAja,Kripto,Pendidikan,19815525.0,5,6.6,2000000.0,2000000.0,500000.0,16,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0256,Female,Kalimantan Selatan,Senior High School,Student,Akulaku,Emas,Gaya,18892836.0,4,7.1,2000000.0,2000000.0,500001.0,20,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
U0257,Female,Nusa Tenggara Timur,Senior High School,Private Employee,LinkAja,Saham,Pendidikan,6752551.0,3,5.7,4000001.0,4000001.0,1000001.0,24,226040,0.72,8249.0,1.41,74766,753.13,5742.6,24272,34.6
U0258,Female,Lampung,Senior High School,Student,Kredivo,Emas,Konsumsi,13689902.0,5,5.7,2000000.0,2000000.0,1000001.0,19,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
U0259,Female,Lampung,Senior High School,Student,GoPay,No Investment,Pendidikan,16410371.0,5,5.9,2000000.0,2000000.0,500001.0,27,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
U0260,Male,Sulawesi Tengah,Senior High School,Not Working,LinkAja,Reksadana,Tidak Ada,11819032.0,5,7.4,2000000.0,2000000.0,500001.0,18,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0261,Female,Sulawesi Tengah,Bachelor (S1)/Diploma IV,Student,OVO,Reksadana,Tidak Ada,0.0,1,4.9,2000000.0,2000000.0,3000000.0,23,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0262,Female,Kalimantan Timur,Diploma I/II/III,Private Employee,Kredivo,Reksadana,Usaha,14344072.0,5,5.9,2000001.0,4000001.0,500001.0,15,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0263,Male,Jawa Tengah,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,ShopeePay,Saham,Konsumsi,800767.0,4,11.5,6000001.0,10000001.0,500001.0,22,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0264,Female,Sulawesi Tenggara,Senior High School,Student,Kredivo,Reksadana,Konsumsi,13139602.0,4,20.0,6000001.0,10000001.0,500000.0,20,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0265,Female,Kepulauan Bangka Belitung,Diploma I/II/III,Entrepreneur,Dana,Reksadana,Konsumsi,14864430.0,3,4.6,15000000.0,15000000.0,1000001.0,28,103253,0.91,1080.0,1.6,54643,337.75,1550.8,70194,67.4
U0266,Female,Kalimantan Barat,Diploma I/II/III,Student,LinkAja,No Investment,Tidak Ada,0.0,2,9.2,4000001.0,4000001.0,500000.0,27,277057,4.73,4654.0,1.54,151011,855.65,5766.0,52703,47.9
U0267,Female,Nusa Tenggara Timur,Senior High School,Civil Servant/BUMN,LinkAja,No Investment,Konsumsi,10036164.0,2,8.6,6000001.0,10000001.0,500000.0,21,226040,0.72,8249.0,1.41,74766,753.13,5742.6,24272,34.6
U0268,Female,Jawa Barat,Diploma I/II/III,Private Employee,GoPay,Emas,Tidak Ada,0.0,1,6.7,6000001.0,10000001.0,500001.0,19,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
U0269,Male,Jawa Timur,Senior High School,Private Employee,OVO,No Investment,Konsumsi,1017926.0,5,5.2,2000001.0,4000001.0,500000.0,18,3048079,132.94,44643.0,3.29,1895275,10417.68,42089.3,75770,66.7
U0270,Male,Maluku,Senior High School,Private Employee,ShopeePay,Reksadana,Konsumsi,7307173.0,1,4.9,6000001.0,10000001.0,500001.0,23,64468,0.2,117.0,0.84,32951,231.36,1970.6,32198,42.1
U0271,Female,DI Yogyakarta,Junior High School,Student,LinkAja,Reksadana,Tidak Ada,0.0,3,7.6,2000000.0,2000000.0,500000.0,16,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0272,Female,DKI Jakarta,Senior High School,Student,GoPay,Emas,Tidak Ada,0.0,3,4.9,2000000.0,2000000.0,500001.0,14,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
U0273,Female,Sulawesi Tengah,Senior High School,Private Employee,Kredivo,Saham,Konsumsi,9810202.0,2,9.7,6000001.0,10000001.0,500000.0,15,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0274,Female,Sulawesi Selatan,Diploma I/II/III,Private Employee,Dana,No Investment,Tidak Ada,0.0,3,10.5,2000001.0,4000001.0,500000.0,28,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0275,Female,DKI Jakarta,Postgraduate,Entrepreneur,LinkAja,Reksadana,Usaha,8147442.0,5,6.9,4000001.0,4000001.0,500000.0,19,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
U0276,Male,Papua Barat Daya,Diploma I/II/III,Entrepreneur,ShopeePay,Reksadana,Tidak Ada,0.0,4,9.8,15000000.0,15000000.0,3000000.0,26,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0277,Female,Papua,Diploma I/II/III,Entrepreneur,Akulaku,Emas,Tidak Ada,0.0,3,6.0,2000001.0,4000001.0,1000001.0,23,75024,0.52,343.0,1.17,39157,221.27,636.4,59064,41.5
U0278,Female,Nusa Tenggara Timur,Senior High School,Civil Servant/BUMN,Kredivo,No Investment,Tidak Ada,0.0,1,5.2,6000001.0,10000001.0,500000.0,13,226040,0.72,8249.0,1.41,74766,753.13,5742.6,24272,34.6
U0279,Female,Sumatera Selatan,Diploma I/II/III,Student,Kredivo,Saham,Tidak Ada,0.0,5,9.8,4000001.0,4000001.0,1000001.0,25,577990,8.6,4120.0,2.66,334613,1728.24,8928.5,75132,40.1
U0280,Female,Papua Barat Daya,Junior High School,Entrepreneur,GoPay,Emas,Konsumsi,15341144.0,3,10.9,10000001.0,6000001.0,500001.0,19,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0281,Female,Sulawesi Tenggara,Senior High School,Civil Servant/BUMN,OVO,Reksadana,Tidak Ada,0.0,3,11.9,6000001.0,10000001.0,3000000.0,17,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0282,Male,Aceh,Senior High School,Student,LinkAja,Saham,Usaha,10316702.0,5,7.8,2000000.0,2000000.0,500001.0,16,102897,1.63,615.0,0.82,70593,196.9,5626.0,43782,43.2
U0283,Male,Papua Tengah,Senior High School,Not Working,Kredivo,Emas,Konsumsi,15974878.0,3,9.2,2000000.0,2000000.0,500001.0,18,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0284,Male,Lampung,Elementary School,Not Working,Dana,Reksadana,Konsumsi,4129331.0,4,7.8,2000001.0,4000001.0,500000.0,28,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
U0285,Female,Bengkulu,Junior High School,Civil Servant/BUMN,LinkAja,Reksadana,Konsumsi,4216714.0,2,10.5,6000001.0,10000001.0,500001.0,22,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
U0286,Male,DKI Jakarta,Senior High School,Student,LinkAja,Saham,Tidak Ada,0.0,5,8.1,2000000.0,2000000.0,3000000.0,19,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
U0287,Male,Riau,Postgraduate,Student,LinkAja,Reksadana,Gaya,11249014.0,1,9.0,2000000.0,2000000.0,500001.0,26,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0288,Female,Sulawesi Utara,Senior High School,Entrepreneur,GoPay,Reksadana,Gaya,8741730.0,3,4.2,2000000.0,2000000.0,500000.0,21,269034,0.78,1493.0,1.35,152307,976.3,2721.4,69352,68.7
U0289,Male,Jawa Barat,Senior High School,Not Working,Dana,Reksadana,Konsumsi,17752413.0,2,6.4,4000001.0,4000001.0,500000.0,28,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
U0290,Female,Sulawesi Tengah,Senior High School,Student,Dana,Saham,Tidak Ada,18457250.0,1,9.0,2000000.0,2000000.0,1000001.0,27,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0291,Male,Papua Barat Daya,Diploma I/II/III,Student,Akulaku,No Investment,Tidak Ada,0.0,1,8.8,2000001.0,4000001.0,500001.0,21,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0292,Male,Jawa Barat,Senior High School,Not Working,Kredivo,Reksadana,Pendidikan,6718897.0,4,9.2,2000000.0,2000000.0,500001.0,26,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
U0293,Female,Papua Selatan,Senior High School,Student,Kredivo,No Investment,Tidak Ada,0.0,2,7.3,2000001.0,4000001.0,3000000.0,18,6267,1.7,2214.0,1.24,3118,14.24,1492.3,61583,58.4
U0294,Male,Kalimantan Utara,Senior High School,Private Employee,Kredivo,Reksadana,Tidak Ada,0.0,5,5.4,10000001.0,6000001.0,500000.0,16,39135,0.15,84.0,3.08,20761,133.66,749.4,198429,58.4
U0295,Male,Banten,Elementary School,Others,Kredivo,Saham,Tidak Ada,0.0,2,6.9,2000001.0,4000001.0,500001.0,15,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
U0296,Female,Jawa Tengah,Elementary School,Student,ShopeePay,Reksadana,Gaya,17129084.0,2,7.1,2000000.0,2000000.0,3000000.0,24,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0297,Female,Sulawesi Utara,Senior High School,Private Employee,GoPay,Reksadana,Tidak Ada,0.0,1,7.6,4000001.0,4000001.0,500001.0,25,269034,0.78,1493.0,1.35,152307,976.3,2721.4,69352,68.7
U0298,Male,Riau,Elementary School,Student,GoPay,Reksadana,Pendidikan,9771125.0,4,4.6,2000001.0,4000001.0,500000.0,26,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0299,Female,DKI Jakarta,Junior High School,Student,Kredivo,No Investment,Tidak Ada,0.0,4,6.3,2000000.0,2000000.0,500001.0,17,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
U0300,Male,Maluku Utara,Senior High School,Entrepreneur,Kredivo,Reksadana,Konsumsi,16260206.0,2,6.8,15000000.0,4000001.0,1000001.0,16,54436,0.08,74.0,0.62,27649,242.69,1373.8,70660,30.6
U0301,Male,Bengkulu,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,Dana,Kripto,Pendidikan,5984180.0,2,1.4,6000001.0,10000001.0,500000.0,28,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
U0302,Female,DKI Jakarta,Senior High School,Others,ShopeePay,Reksadana,Konsumsi,4129331.0,3,9.1,6000001.0,10000001.0,3000000.0,13,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
U0303,Female,Sulawesi Tenggara,Senior High School,Private Employee,ShopeePay,Saham,Tidak Ada,0.0,1,7.4,6000001.0,10000001.0,1000001.0,27,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0304,Female,Kalimantan Timur,Senior High School,Student,Dana,Kripto,Usaha,7282303.0,5,7.7,2000000.0,2000000.0,500000.0,19,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0305,Female,Kalimantan Timur,Bachelor (S1)/Diploma IV,Student,OVO,No Investment,Konsumsi,4129331.0,5,5.7,2000000.0,2000000.0,1000001.0,16,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0306,Female,Sulawesi Tenggara,Senior High School,Student,Dana,Reksadana,Konsumsi,16156150.0,4,8.5,2000000.0,2000000.0,500001.0,14,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0307,Female,Sulawesi Tengah,Junior High School,Student,LinkAja,Reksadana,Tidak Ada,0.0,1,4.9,4000001.0,4000001.0,500001.0,16,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0308,Male,Sulawesi Utara,Diploma I/II/III,Student,LinkAja,No Investment,Tidak Ada,0.0,4,5.3,2000001.0,4000001.0,1000001.0,15,269034,0.78,1493.0,1.35,152307,976.3,2721.4,69352,68.7
U0309,Female,Gorontalo,Junior High School,Student,Akulaku,No Investment,Gaya,13141246.0,5,8.6,2000001.0,4000001.0,3000000.0,22,114275,0.35,298.0,1.4,51903,457.14,1242.2,44433,58.4
U0310,Male,Nusa Tenggara Timur,Senior High School,Civil Servant/BUMN,GoPay,Reksadana,Tidak Ada,0.0,2,7.9,4000001.0,4000001.0,500000.0,15,226040,0.72,8249.0,1.41,74766,753.13,5742.6,24272,34.6
U0311,Male,Papua Barat,Senior High School,Private Employee,LinkAja,Emas,Usaha,8174499.0,1,3.8,2000001.0,4000001.0,500001.0,27,32690,0.15,97.0,1.32,17755,89.41,587.6,131636,44.4
U0312,Male,Papua Pegunungan,Bachelor (S1)/Diploma IV,Private Employee,OVO,Saham,Pendidikan,3175059.0,1,10.9,6000001.0,10000001.0,500001.0,14,2410,1.7,2214.0,0.9,998,4.9,549.7,18105,58.4
U0313,Male,DI Yogyakarta,Senior High School,Private Employee,GoPay,No Investment,Tidak Ada,0.0,3,5.1,4000001.0,4000001.0,500001.0,18,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0314,Female,DI Yogyakarta,Diploma I/II/III,Student,Kredivo,Emas,Konsumsi,4129331.0,2,6.7,2000000.0,2000000.0,500001.0,15,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0315,Female,Papua Tengah,Postgraduate,Student,OVO,Emas,Usaha,920091.0,2,11.4,2000001.0,4000001.0,500000.0,20,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0316,Female,Sulawesi Barat,Junior High School,Private Employee,Dana,Saham,Pendidikan,13762786.0,4,1.9,2000000.0,2000000.0,500001.0,17,57874,0.12,247.0,1.19,25633,230.51,1525.3,42718,23.1
U0317,Male,Sulawesi Tenggara,Senior High School,Civil Servant/BUMN,Kredivo,Saham,Tidak Ada,12187988.0,1,2.7,4000001.0,4000001.0,500001.0,19,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0318,Male,Bali,Senior High School,Student,Akulaku,Saham,Usaha,17536417.0,4,8.1,2000000.0,2000000.0,500000.0,16,427124,18.54,8469.0,1.13,260541,1781.63,2836.7,67319,81.2
U0319,Male,Sumatera Barat,Senior High School,Entrepreneur,LinkAja,Saham,Gaya,4567520.0,2,1.0,2000001.0,4000001.0,1000001.0,27,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
U0320,Male,Banten,Senior High School,Entrepreneur,GoPay,Emas,Konsumsi,2286936.0,3,1.9,15000000.0,15000000.0,1000001.0,27,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
U0321,Female,Sulawesi Barat,Bachelor (S1)/Diploma IV,Private Employee,ShopeePay,Kripto,Gaya,13394405.0,1,9.9,2000001.0,4000001.0,500001.0,23,57874,0.12,247.0,1.19,25633,230.51,1525.3,42718,23.1
U0322,Female,Gorontalo,Diploma I/II/III,Student,GoPay,Kripto,Tidak Ada,16367526.0,2,6.0,2000000.0,2000000.0,500000.0,25,114275,0.35,298.0,1.4,51903,457.14,1242.2,44433,58.4
U0323,Female,Jawa Timur,Diploma I/II/III,Entrepreneur,ShopeePay,Saham,Konsumsi,15312736.0,3,12.5,4000001.0,4000001.0,500001.0,14,3048079,132.94,44643.0,3.29,1895275,10417.68,42089.3,75770,66.7
U0324,Male,Sulawesi Utara,Senior High School,Private Employee,Kredivo,Saham,Konsumsi,11042374.0,5,4.4,6000001.0,10000001.0,500000.0,24,269034,0.78,1493.0,1.35,152307,976.3,2721.4,69352,68.7
U0325,Female,Papua Barat Daya,Bachelor (S1)/Diploma IV,Entrepreneur,Kredivo,Saham,Tidak Ada,0.0,2,6.2,6000001.0,10000001.0,500000.0,13,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0326,Female,Papua Barat Daya,Postgraduate,Entrepreneur,Kredivo,Emas,Usaha,703474.0,5,8.4,6000001.0,10000001.0,1000001.0,22,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0327,Female,Kalimantan Timur,Bachelor (S1)/Diploma IV,Entrepreneur,GoPay,Reksadana,Tidak Ada,0.0,4,8.2,2000000.0,2000000.0,500000.0,25,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0328,Female,Sulawesi Utara,Elementary School,Private Employee,Akulaku,Kripto,Tidak Ada,0.0,5,6.4,2000000.0,2000000.0,500000.0,15,269034,0.78,1493.0,1.35,152307,976.3,2721.4,69352,68.7
U0329,Male,Bengkulu,Diploma I/II/III,Student,ShopeePay,Reksadana,Tidak Ada,0.0,2,5.4,2000000.0,2000000.0,500000.0,17,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
U0330,Male,Kalimantan Selatan,Junior High School,Private Employee,OVO,Reksadana,Usaha,7581580.0,5,7.6,6000001.0,10000001.0,500000.0,19,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
U0331,Male,Bali,Senior High School,Private Employee,ShopeePay,Kripto,Tidak Ada,17403961.0,1,10.4,10000001.0,6000001.0,500000.0,18,427124,18.54,8469.0,1.13,260541,1781.63,2836.7,67319,81.2
U0332,Female,Nusa Tenggara Barat,Junior High School,Private Employee,ShopeePay,Reksadana,Pendidikan,8029131.0,2,8.9,2000001.0,4000001.0,3000000.0,16,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0333,Male,Kepulauan Riau,Diploma I/II/III,Student,GoPay,Emas,Tidak Ada,0.0,3,5.4,2000000.0,2000000.0,500000.0,24,309076,7.83,9212.0,1.8,180411,993.02,10678.0,161424,85.3
U0334,Male,Kepulauan Riau,Diploma I/II/III,Student,LinkAja,Emas,Usaha,8646837.0,5,4.5,4000001.0,4000001.0,500000.0,13,309076,7.83,9212.0,1.8,180411,993.02,10678.0,161424,85.3
U0335,Male,Bengkulu,Junior High School,Not Working,GoPay,Emas,Tidak Ada,0.0,1,5.3,2000000.0,2000000.0,500000.0,13,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
U0336,Male,Papua Barat Daya,Senior High School,Private Employee,GoPay,Kripto,Tidak Ada,0.0,4,3.8,6000001.0,10000001.0,3000000.0,17,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0337,Female,Sulawesi Selatan,Senior High School,Not Working,Dana,No Investment,Konsumsi,4129331.0,4,7.4,2000000.0,2000000.0,500001.0,24,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0338,Female,Papua Barat,Senior High School,Entrepreneur,Dana,Emas,Konsumsi,7820973.0,5,9.0,2000001.0,15000000.0,500001.0,17,32690,0.15,97.0,1.32,17755,89.41,587.6,131636,44.4
U0339,Male,Aceh,Junior High School,Private Employee,LinkAja,No Investment,Tidak Ada,0.0,4,6.8,6000001.0,10000001.0,1000001.0,27,102897,1.63,615.0,0.82,70593,196.9,5626.0,43782,43.2
U0340,Male,Papua,Senior High School,Private Employee,OVO,Kripto,Pendidikan,10262259.0,3,11.3,10000001.0,6000001.0,500001.0,28,75024,0.52,343.0,1.17,39157,221.27,636.4,59064,41.5
U0341,Male,Riau,Bachelor (S1)/Diploma IV,Not Working,OVO,No Investment,Tidak Ada,8567034.0,2,11.4,2000000.0,2000000.0,500001.0,23,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0342,Male,Bali,Junior High School,Private Employee,Akulaku,Emas,Tidak Ada,0.0,1,7.8,4000001.0,4000001.0,500000.0,20,427124,18.54,8469.0,1.13,260541,1781.63,2836.7,67319,81.2
U0343,Male,Riau,Junior High School,Private Employee,Akulaku,Emas,Tidak Ada,18178010.0,5,8.8,10000001.0,6000001.0,500001.0,14,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0344,Male,Sulawesi Tengah,Senior High School,Student,ShopeePay,Kripto,Tidak Ada,0.0,4,4.7,2000000.0,2000000.0,500001.0,16,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0345,Male,Riau,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,LinkAja,Emas,Tidak Ada,0.0,2,6.1,4000001.0,4000001.0,500001.0,16,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0346,Female,Aceh,Diploma I/II/III,Private Employee,ShopeePay,No Investment,Tidak Ada,0.0,3,10.2,6000001.0,10000001.0,500000.0,20,102897,1.63,615.0,0.82,70593,196.9,5626.0,43782,43.2
U0347,Female,Bengkulu,Diploma I/II/III,Student,GoPay,Reksadana,Konsumsi,19209673.0,4,5.6,2000001.0,4000001.0,500001.0,22,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
U0348,Male,Sulawesi Barat,Senior High School,Student,Dana,Reksadana,Konsumsi,1907539.0,4,10.7,4000001.0,4000001.0,500000.0,21,57874,0.12,247.0,1.19,25633,230.51,1525.3,42718,23.1
U0349,Male,Kepulauan Bangka Belitung,Senior High School,Student,GoPay,No Investment,Gaya,6568735.0,1,9.8,2000001.0,2000000.0,500000.0,13,103253,0.91,1080.0,1.6,54643,337.75,1550.8,70194,67.4
U0350,Female,Papua Tengah,Elementary School,Student,LinkAja,No Investment,Tidak Ada,10985566.0,3,8.9,2000001.0,4000001.0,500001.0,28,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0351,Male,Lampung,Diploma I/II/III,Student,Akulaku,Reksadana,Pendidikan,6755735.0,3,4.1,2000001.0,4000001.0,3000000.0,14,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
U0352,Female,Kalimantan Utara,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,LinkAja,Reksadana,Pendidikan,5598145.0,5,6.2,2000001.0,4000001.0,500001.0,18,39135,0.15,84.0,3.08,20761,133.66,749.4,198429,58.4
U0353,Female,Nusa Tenggara Timur,Diploma I/II/III,Not Working,LinkAja,No Investment,Konsumsi,1377350.0,1,8.6,2000000.0,2000000.0,500001.0,20,226040,0.72,8249.0,1.41,74766,753.13,5742.6,24272,34.6
U0354,Male,Papua Pegunungan,Bachelor (S1)/Diploma IV,Private Employee,Kredivo,Kripto,Konsumsi,9479496.0,5,4.5,2000001.0,4000001.0,500000.0,16,2410,1.7,2214.0,0.9,998,4.9,549.7,18105,58.4
U0355,Male,Sulawesi Selatan,Diploma I/II/III,Student,ShopeePay,Reksadana,Tidak Ada,0.0,1,6.5,2000000.0,2000000.0,500000.0,19,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0356,Female,Maluku Utara,Junior High School,Student,ShopeePay,Reksadana,Konsumsi,5721227.0,3,8.9,6000001.0,10000001.0,500000.0,14,54436,0.08,74.0,0.62,27649,242.69,1373.8,70660,30.6
U0357,Male,DI Yogyakarta,Bachelor (S1)/Diploma IV,Private Employee,Dana,Emas,Konsumsi,15975008.0,1,5.6,6000001.0,10000001.0,500001.0,14,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0358,Female,Nusa Tenggara Barat,Junior High School,Student,Kredivo,Reksadana,Tidak Ada,0.0,1,4.9,2000001.0,4000001.0,500000.0,20,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0359,Female,Sulawesi Tenggara,Senior High School,Entrepreneur,LinkAja,No Investment,Tidak Ada,0.0,1,2.5,15000000.0,15000000.0,500000.0,23,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0360,Female,Gorontalo,Junior High School,Private Employee,ShopeePay,No Investment,Pendidikan,813678.0,2,6.0,4000001.0,4000001.0,1000001.0,18,114275,0.35,298.0,1.4,51903,457.14,1242.2,44433,58.4
U0361,Male,Banten,Elementary School,Entrepreneur,Kredivo,Kripto,Konsumsi,19066303.0,2,8.9,10000001.0,6000001.0,500000.0,14,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
U0362,Female,Papua Tengah,Senior High School,Student,Kredivo,Reksadana,Gaya,12421671.0,3,4.8,2000000.0,2000000.0,500001.0,24,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0363,Male,Maluku,Senior High School,Private Employee,ShopeePay,Kripto,Tidak Ada,0.0,1,7.0,10000001.0,6000001.0,500001.0,17,64468,0.2,117.0,0.84,32951,231.36,1970.6,32198,42.1
U0364,Female,Riau,Senior High School,Student,GoPay,Saham,Tidak Ada,0.0,3,6.4,2000000.0,2000000.0,500001.0,17,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0365,Female,Papua Selatan,Senior High School,Not Working,LinkAja,Reksadana,Tidak Ada,0.0,2,5.3,4000001.0,4000001.0,500001.0,16,6267,1.7,2214.0,1.24,3118,14.24,1492.3,61583,58.4
U0366,Male,Bali,Elementary School,Private Employee,Kredivo,No Investment,Pendidikan,4129331.0,1,9.1,2000001.0,4000001.0,500001.0,26,427124,18.54,8469.0,1.13,260541,1781.63,2836.7,67319,81.2
U0367,Female,Sulawesi Tengah,Junior High School,Student,Kredivo,Emas,Gaya,2942716.0,5,11.1,2000000.0,2000000.0,500000.0,16,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0368,Female,Riau,Senior High School,Student,OVO,Kripto,Konsumsi,1727103.0,2,9.5,2000001.0,4000001.0,1000001.0,14,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0369,Male,Sulawesi Barat,Senior High School,Student,Kredivo,Kripto,Tidak Ada,0.0,2,5.3,2000000.0,2000000.0,1000001.0,25,57874,0.12,247.0,1.19,25633,230.51,1525.3,42718,23.1
U0370,Male,Sulawesi Barat,Diploma I/II/III,Private Employee,LinkAja,Reksadana,Tidak Ada,0.0,2,12.0,6000001.0,10000001.0,500000.0,23,57874,0.12,247.0,1.19,25633,230.51,1525.3,42718,23.1
